name,address,coordinates,rating,reviews,categories,avg_bill,cuisine,assortment,photo_url,route_duration
"Евразия, рестораны японской и европейской кухни","Жуковского, 36","{'lat': 59.935926, 'lon': 30.362879}",4.4,399.0,"['Суши-бары', 'Доставка еды', 'Бары', 'Рестораны']",Средний чек 1500 ₽,"['Азиатская кухня', 'Европейская кухня']","['Суши в меню', 'Лапша wok', 'Поке', 'Стейки', 'Салаты', 'Супы', 'Блюда на гриле', 'Кесадилья']","['https://i5.photo.2gis.com/main/branch/38/5348552838746648/common', 'https://i8.photo.2gis.com/main/geo/38/5348660212704755/view']",8.7
"Евразия, рестораны японской и европейской кухни","Захарьевская улица, 27","{'lat': 59.947527, 'lon': 30.359758}",4.5,232.0,"['Суши-бары', 'Рестораны', 'Доставка еды', 'Бары']",Средний чек 1000 ₽,"['Азиатская кухня', 'Европейская кухня']","['Суши', 'Лапша wok', 'Пельмени', 'Поке', 'Стейки', 'Салаты', 'Супы', 'Блюда на гриле', 'Кесадилья']","['https://i9.photo.2gis.com/main/branch/38/70000001062921545/common', 'https://i0.photo.2gis.com/main/geo/38/5348660212707619/view']",15.4
"Kиdo, суши-бар","Суворовский проспект, 51","{'lat': 59.940151, 'lon': 30.37851}",3.3,23.0,"['Суши-бары', 'Кафе', 'Доставка еды']",Средний чек 2000 ₽,['Японская кухня'],"['Суши', 'Рамен', 'Том-Ям', 'Салаты', 'Супы']","['https://i4.photo.2gis.com/main/branch/38/70000001007039819/common', 'https://i6.photo.2gis.com/main/geo/38/5348660212710075/view']",9.9
"Суши Wok, суши-бар","Восстания, 10","{'lat': 59.935499, 'lon': 30.359995}",4.0,235.0,"['Суши-бары', 'Доставка еды', 'Быстрое питание']",Средний чек 500 ₽,['Японская кухня'],"['Суши', 'Лапша wok', 'Рис wok', 'Салаты', 'Супы']","['https://i9.photo.2gis.com/main/branch/38/5348553838789686/common', 'https://i4.photo.2gis.com/main/geo/38/5348660212794745/view']",11.9
"Benshi, суши-бар","Невский проспект, 67","{'lat': 59.931776, 'lon': 30.353661}",4.5,66.0,"['Суши-бары', 'Кафе', 'Доставка еды']",Средний чек 600 ₽,['Паназиатская кухня'],"['Суши', 'Лапша wok', 'Рис wok', 'Поке', 'Том-Ям', 'Супы', 'Гёдза']","['https://i3.photo.2gis.com/main/branch/38/70000001068637011/common', 'https://i2.photo.2gis.com/main/geo/38/5348660212721459/view']",18.8
"Мисо, ресторан","Суворовский проспект, 15","{'lat': 59.934988, 'lon': 30.371376}",4.3,174.0,"['Суши-бары', 'Рестораны', 'Доставка еды', 'Кафе']",Средний чек 1200 ₽,['Азиатская кухня'],"['Суши', 'Лапша wok', 'Рамен', 'Рис wok', 'Поке', 'Стейки', 'Том-Ям', 'Салаты', 'Супы', 'Куриные крылышки', 'Боулы']","['https://i5.photo.2gis.com/main/branch/38/5348552838507557/common', 'https://i1.photo.2gis.com/main/geo/38/5348660212707481/view']",8.9
"Суши Wok, суши-бар","8-я Советская улица, 43","{'lat': 59.934813, 'lon': 30.378526}",3.8,84.0,"['Суши-бары', 'Доставка еды', 'Быстрое питание']",Средний чек 500 ₽,['Японская кухня'],"['Суши', 'Лапша wok', 'Рис wok', 'Салаты', 'Супы']","['https://i3.photo.2gis.com/main/branch/38/70000001028135816/common', 'https://i5.photo.2gis.com/main/geo/38/5348660212708590/view']",10.6
Тихий sushi lab,"Лиговский проспект, 30","{'lat': 59.927913, 'lon': 30.3607}",3.4,63.0,"['Суши-бары', 'Быстрое питание']",Средний чек 800 ₽,['Японская кухня'],"['Суши в меню', 'Рамен', 'Том-Ям']",['https://i8.photo.2gis.com/main/branch/38/70000001039920965/common'],19.5
"Сушишоп, магазин суши","Невский проспект, 87","{'lat': 59.930579, 'lon': 30.36367}",4.5,80.0,"['Суши-бары', 'Быстрое питание', 'Доставка еды']",Средний чек 450 ₽,['Японская кухня'],"['Суши', 'Лапша wok', 'Рис wok', 'Том-Ям']","['https://i5.photo.2gis.com/main/branch/38/70000001066873613/common', 'https://i1.photo.2gis.com/main/geo/38/5348660212805011/view']",14.8
"Сербия, ресторан","Суворовский проспект, 36","{'lat': 59.940737, 'lon': 30.378836}",5.0,67.0,['Рестораны'],Средний чек 800 ₽,['Сербская кухня'],"['Бургеры', 'Пельмени', 'Салаты', 'Супы', 'Блюда на гриле', 'Колбаски']","['https://i1.photo.2gis.com/main/branch/38/70000001076212572/common', 'https://i9.photo.2gis.com/main/geo/38/5348660212708635/view']",10.2
"Шашлык хауз, кафе","Невский проспект, 128","{'lat': 59.931043, 'lon': 30.366603}",4.2,124.0,"['Кафе', 'Доставка еды']",Средний чек 600 ₽,"['Восточная кухня', 'Европейская кухня']","['Шашлык', 'Люля-кебаб', 'Салаты', 'Хачапури', 'Супы', 'Блюда на гриле', 'Куриные крылышки', 'Плов']","['https://i6.photo.2gis.com/main/branch/38/5348552840110283/common', 'https://i4.photo.2gis.com/main/geo/38/5348660212705798/view']",14.6
"Афрасиаб, кафе","проспект Бакунина, 7","{'lat': 59.929863, 'lon': 30.376233}",4.3,47.0,"['Кафе', 'Доставка еды']",Средний чек 400 ₽,"['Узбекская кухня', 'Восточная кухня', 'Кавказская кухня']","['Шашлык', 'Люля-кебаб', 'Салаты']","['https://i7.photo.2gis.com/main/branch/38/70000001045022384/common', 'https://i1.photo.2gis.com/main/geo/38/5348660212710669/view']",17.6
"Yalla, чайхана","Гончарная, 5","{'lat': 59.929909, 'lon': 30.363978}",3.2,55.0,"['Кафе', 'Доставка еды']",Средний чек 400 ₽,"['Восточная кухня', 'Халяльная кухня']","['Шашлык', 'Люля-кебаб', 'Лагман', 'Салаты', 'Супы', 'Плов']","['https://i9.photo.2gis.com/main/branch/38/70000001043166213/common', 'https://i2.photo.2gis.com/main/geo/38/5348660212713690/view']",15.9
"Ketch up, ресторан","Литейный проспект, 59","{'lat': 59.934068, 'lon': 30.347712}",4.2,287.0,"['Кафе', 'Доставка еды']",Средний чек 1200 ₽,['Американская кухня'],"['Бургеры', 'Стейки', 'Том-Ям', 'Салаты', 'Супы', 'Блюда на гриле', 'Фиш энд чипс', 'Кесадилья']","['https://i3.photo.2gis.com/main/branch/38/70000001006619235/common', 'https://i4.photo.2gis.com/main/geo/38/5348660212693066/view']",21.8
"Мясорубка Angus, бургерная","Литейный проспект, 31","{'lat': 59.941475, 'lon': 30.348172}",4.7,329.0,"['Кафе', 'Доставка еды', 'Быстрое питание']",Средний чек 1500 ₽,"['Европейская кухня', 'Американская кухня']","['Бургеры', 'Стейки', 'Том-Ям', 'Салаты']","['https://i5.photo.2gis.com/main/branch/38/70000001042046208/common', 'https://i2.photo.2gis.com/main/geo/38/5348660212695705/view']",17.5
Чайная ложка,"Невский проспект, 136","{'lat': 59.929841, 'lon': 30.368311}",4.7,140.0,"['Быстрое питание', 'Доставка еды']",Средний чек 320 ₽,"['Русская кухня', 'Домашняя кухня']","['Салаты', 'Супы']","['https://i0.photo.2gis.com/main/branch/38/70000001074375029/common', 'https://i1.photo.2gis.com/main/geo/38/5348660212705786/view']",16.8
"Лавашная Хачапурная, кулинария","Суворовский проспект, 26","{'lat': 59.937448, 'lon': 30.37355}",4.3,16.0,"['Быстрое питание', 'Пекарни']",Средний чек 380 ₽,"['Узбекская кухня', 'Восточная кухня']","['Шаурма', 'Пицца', 'Хинкали', 'Хачапури']","['https://i7.photo.2gis.com/main/branch/38/70000001044669814/common', 'https://i1.photo.2gis.com/main/geo/38/5348660212708338/view']",5.9
"Мясонская ложа, стейк-бар","Рылеева, 23","{'lat': 59.942335, 'lon': 30.358375}",4.8,578.0,['Рестораны'],Средний чек 1500 ₽,"['Европейская кухня', 'Американская кухня']","['Бургеры', 'Рамен', 'Стейки', 'Том-Ям', 'Супы', 'Блюда на гриле', 'Колбаски']","['https://i2.photo.2gis.com/main/branch/38/70000001031338380/common', 'https://i6.photo.2gis.com/main/geo/38/5348660212694898/view']",9.5
"Myasoedoff, гриль-бар","Литейный проспект, 18/2","{'lat': 59.944172, 'lon': 30.349043}",4.7,216.0,['Рестораны'],Средний чек 550 ₽,"['Кавказская кухня', 'Европейская кухня', 'Американская кухня']","['Шаурма', 'Шашлык', 'Бургеры', 'Стейки', 'Люля-кебаб', 'Салаты', 'Супы', 'Блюда на гриле', 'Колбаски']","['https://i2.photo.2gis.com/main/branch/38/70000001066005941/common', 'https://i8.photo.2gis.com/main/geo/38/5348660212691785/view']",17.5
"Harbor, ресторан ","9-я Советская улица, 3","{'lat': 59.938559, 'lon': 30.370694}",4.6,7.0,"['Рестораны', 'Доставка еды']",Средний чек 1600 ₽,"['Европейская кухня', 'Американская кухня']","['Бургеры', 'Пельмени', 'Стейки', 'Салаты', 'Супы', 'Куриные крылышки', 'Мидии']","['https://i7.photo.2gis.com/main/branch/38/70000001062703679/common', 'https://i7.photo.2gis.com/main/geo/38/5348660212708350/view']",3.4
